Пара категорий;support;confidence;lift
ДЕТСКОЕ ПИТАНИЕ & ЖЕНСКИЕ ШТУЧКИ;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & ИГРУШКИ;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & КАНЦТОВАРЫ, КНИГИ, ДИСКИ;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & КОСМЕТИКА/ГИГИЕНА;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & КРУПНОГАБАРИТНЫЙ ТОВАР;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & ОБУВЬ;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & ПОДГУЗНИКИ;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & СОПУТСТВУЮЩИЕ ТОВАРЫ;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & ТЕКСТИЛЬ, ТРИКОТАЖ;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & ТЕХНИКА И ТОВАРЫ ДЛЯ ДОМА;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & ТОВАРЫ ДЛЯ ЖИВОТНЫХ;0.0;0.0;0.0
ДЕТСКОЕ ПИТАНИЕ & ТОВАРЫ ДЛЯ КОРМЛЕНИЯ;0.0;0.0;0.0
ЖЕНСКИЕ ШТУЧКИ & ДЕТСКОЕ ПИТАНИЕ;0.0;0.0;0.0
ЖЕНСКИЕ ШТУЧКИ & ИГРУШКИ;0.00027197316531435564;0.3157894736842105;0.5507218639484085
ЖЕНСКИЕ ШТУЧКИ & КАНЦТОВАРЫ, КНИГИ, ДИСКИ;4.5328860885725944e-05;0.05263157894736842;0.6990398935327482
ЖЕНСКИЕ ШТУЧКИ & КОСМЕТИКА/ГИГИЕНА;0.0005892751915144372;0.6842105263157895;6.9655599543390085
ЖЕНСКИЕ ШТУЧКИ & КРУПНОГАБАРИТНЫЙ ТОВАР;9.065772177145189e-05;0.10526315789473684;4.87859354268023
ЖЕНСКИЕ ШТУЧКИ & ОБУВЬ;4.5328860885725944e-05;0.05263157894736842;1.2745392570339131
ЖЕНСКИЕ ШТУЧКИ & ПОДГУЗНИКИ;0.00040795974797153345;0.47368421052631576;1.7187413434903045
ЖЕНСКИЕ ШТУЧКИ & СОПУТСТВУЮЩИЕ ТОВАРЫ;0.0;0.0;0.0
ЖЕНСКИЕ ШТУЧКИ & ТЕКСТИЛЬ, ТРИКОТАЖ;4.5328860885725944e-05;0.05263157894736842;0.8626339250801596
ЖЕНСКИЕ ШТУЧКИ & ТЕХНИКА И ТОВАРЫ ДЛЯ ДОМА;0.0;0.0;0.0
ЖЕНСКИЕ ШТУЧКИ & ТОВАРЫ ДЛЯ ЖИВОТНЫХ;0.0;0.0;0.0
ЖЕНСКИЕ ШТУЧКИ & ТОВАРЫ ДЛЯ КОРМЛЕНИЯ;0.00013598658265717782;0.15789473684210525;1.2115881006864988
ИГРУШКИ & ДЕТСКОЕ ПИТАНИЕ;0.0;0.0;0.0
ИГРУШКИ & ЖЕНСКИЕ ШТУЧКИ;0.00027197316531435564;0.0004743083003952569;0.5507218639484085
ИГРУШКИ & КАНЦТОВАРЫ, КНИГИ, ДИСКИ;0.03816690086578124;0.06656126482213438;0.8840506100187278
ИГРУШКИ & КОСМЕТИКА/ГИГИЕНА;0.02076061828566248;0.036205533596837945;0.3685880372311222
ИГРУШКИ & КРУПНОГАБАРИТНЫЙ ТОВАР;0.010561624586374144;0.01841897233201581;0.8536574550768924
ИГРУШКИ & ОБУВЬ;0.00793255065500204;0.01383399209486166;0.33500735412156213
ИГРУШКИ & ПОДГУЗНИКИ;0.04446761252889715;0.0775494071146245;0.28138445236114007
ИГРУШКИ & СОПУТСТВУЮЩИЕ ТОВАРЫ;0.0033996645664294456;0.005928853754940711;1.1373603711978002
ИГРУШКИ & ТЕКСТИЛЬ, ТРИКОТАЖ;0.019400752459090703;0.03383399209486166;0.5545406386365105
ИГРУШКИ & ТЕХНИКА И ТОВАРЫ ДЛЯ ДОМА;9.065772177145189e-05;0.00015810276679841898;1.162635046113307
ИГРУШКИ & ТОВАРЫ ДЛЯ ЖИВОТНЫХ;0.003943610897058157;0.006877470355731225;0.8924933736340387
ИГРУШКИ & ТОВАРЫ ДЛЯ КОРМЛЕНИЯ;0.025112188930692173;0.043794466403162056;0.33605207767657674
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & ДЕТСКОЕ ПИТАНИЕ;0.0;0.0;0.0
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & ЖЕНСКИЕ ШТУЧКИ;4.5328860885725944e-05;0.0006020469596628537;0.6990398935327482
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & ИГРУШКИ;0.03816690086578124;0.5069235400361228;0.8840506100187278
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & КОСМЕТИКА/ГИГИЕНА;0.0056207787498300165;0.07465382299819386;0.7600083014135461
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & КРУПНОГАБАРИТНЫЙ ТОВАР;0.0025837450704863786;0.03431667670078266;1.590462614907492
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & ОБУВЬ;0.0024024296269434748;0.03190848886213125;0.7727038120608972
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & ПОДГУЗНИКИ;0.009745705090431078;0.12944009632751355;0.4696674284673152
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & СОПУТСТВУЮЩИЕ ТОВАРЫ;0.0004532886088572594;0.006020469596628537;1.154935476271497
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & ТЕКСТИЛЬ, ТРИКОТАЖ;0.0041249263406010605;0.054786273329319686;0.8979494620491244
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & ТЕХНИКА И ТОВАРЫ ДЛЯ ДОМА;0.0;0.0;0.0
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & ТОВАРЫ ДЛЯ ЖИВОТНЫХ;0.0009065772177145188;0.012040939193257074;1.562559762014378
КАНЦТОВАРЫ, КНИГИ, ДИСКИ & ТОВАРЫ ДЛЯ КОРМЛЕНИЯ;0.004895516975658402;0.0650210716435882;0.49893212574928675
